1;Sal;173468
2;Pimienta negra;170931
3;Aceite de oliva;171413
4;Cebolla;170000
5;Ajo;169230
6;Huevo;171287
7;Tomate;170457
8;Mantequilla;173410
9;Limón;167746
10;Zanahoria;170393
11;Cilantro;169997
12;Aceite;172357
13;Sal de mar;359145
14;Mayonesa;171009
15;Palta;171705
16;Albahaca;172232
17;Perejil;170416
18;Comino;170923
19;Pimiento rojo;170108
20;Crema;170859
21;Pure de papas;169768
22;Jugo de limón;167747
23;Oregano;171328
24;Queso parmesano;173431
25;Lechuga;169249
26;Queso crema;173418
27;Pimienta blanca;170933
28;Leche semidescremada;172193
29;Zapallo italiano;169291
30;Espinaca;168462
31;Champiñón;169251
32;Azúcar;169655
33;Mostaza;172234
34;Ají color;170932
35;Queso;167944
36;Berenjena;169228
37;Cebollín;169994
38;Ajo en polvo;171325
39;Tomate cherry;1961360
40;Almendras;170567
41;Harina;169761
42;Tomillo;170938
43;Brócoli;170379
44;Choclo;170288
45;Espárrago;168389
46;Vinagre manzana;173469
47;Jengibre;170926
48;Apio;169988
49;Leche evaporada;171302
50;Papa;170026
51;Merkén;171319
52;Manzana;171689
53;Pechuga de pollo;171515
54;Vinagre;172237
55;Pimiento;170108
56;Garbanzo;173756
57;Atún;173706
58;Vainilla;173471
59;Aceite de coco;171412
60;Leche;171266
61;Queso mozzarella;170845
62;Salmón;175138
63;Aceite de palta;173573
64;Repollo;169975
65;Aceituna;169094
66;Arvejas;170419
67;Pepino;168409
68;Porotos verdes;169961
69;Aceituna negra;169094
70;Sésamo;170150
71;Linaza;169414
72;Polvo de hornear;172805
73;Canela;171320
74;Zapallo;168448
75;Curry;170924
76;Nuez moscada;171326
77;Queso cheddar;173414
78;Salsa de tomate;169074
79;Puerro;169246
80;Harina de almendra;170567
81;Pimiento verde;170427
82;Ciboulette;169994
83;Queso cabra;172197
84;Vinagre balsámico;172241
85;Laurel;2025964
86;Cebolla morada;790577
87;Tahini;168604
88;Bicarbonato;172805
89;Vino blanco;174837
90;Cebolla en polvo;171327
91;Camarón;175179
92;Tocino;174602
93;Carne molida;174037
94;Betarraga;169145
95;Carne;169016
96;Nueces;170182
97;Alcaparra;172238
98;Alcachofa;169205
99;Lentejas;172420
100;Miel;169640
101;Menta;173475
102;Eneldo;172233
103;Salsa inglesa;171610
104;Naranja;169919
105;Sal rosada;577350
106;Arroz;168883
107;Vinagre blanco;172237
108;Levadura;175043
109;Pimiento amarillo;169383
110;Muslo de pollo;168961
111;Vinagre de vino blanco;172237
112;Cerdo;167902
113;Eritritol;168142
114;Harina de garbanzos;174288
115;Cuscús;169699
116;Ají;172098
117;Palmito;167714
118;Pan;172686
119;Anchoa;174182
120;Chalota;170499
121;Frutilla;167762
122;Poroto;169320
123;Mote;173748
124;Pasa;168075
125;Ají verde;170497
126;Miel de maple;169661
127;Maicena;169698
128;Jugo naranja;169044
129;Cacao en polvo;169593
130;Granada;169134
131;Tomate en tarro;170501
132;Estragón;170937
133;Poroto granado;175202
134;Ricotta;170851
135;Ají en polvo;171319
136;Vino tinto;173190
137;Ají rojo;170106
138;Jalapeño;168576
139;Leche de coco;174116
140;Piñón;170592
141;Chía;170554
142;Coliflor;169986
143;Jamón;173865
144;Pepinillo;169379
145;Amapola;171330
146;Crema de coco;170171
147;Harina de maíz;169695
148;Ulte;170496
149;Rúcula;169387
150;Paprika;171329
151;Maracuyá;169110
152;Aliño completo;172242
153;Escalopa de carne;169429
154;Salsa tomate;170463
155;Papas fritas;169836
156;Ketchup;168556
157;Piña;168193
158;Plátano;173944
159;Arándano;171711
160;Yogurt;171284
161;Cochayuyo;170495
162;Acelga;169991
163;Quinoa;168874
164;Maíz;170288
165;Salsa de ají;171605
166;Salsa de soya;174278
167;Caldo verduras;171180
168;Aquafaba;
169;Zapallo spaghetti;169298
170;Leche de almendra;174832
171;Cúrcuma;172231
172;Azúcar rubia;168833
173;Castañas;170165
174;Dátiles;168191
175;Tomate pera;170456
176;Cebolla chalota;170499
177;Papa camote;169305
178;Ciruela;169949
179;Damasco turco;171697
180;Higos;173021
181;Zapallo camote;168472
182;Zapallo butternut;169295
183;Cardamomo;170919
184;Avena;173904
185;Mermelada frambuesa;2009683
186;Azafrán;170934
187;Lechuga escarola;169249
188;Tortilla;175037
189;Caldo de ave;174566
190;Habas;175205
191;Grano choclo;170288
192;Tapas de empanadas;167660
193;Pesto;171582
194;Tomate roma;170457
195;Carne vegetal;169067
196;Tortilla maíz;175036
197;Concentrado de tomate;170459
198;Crema acida;171257
199;Pan rallado;174928
200;Crema de leche;170859
201;Harina sin polvos de hornear;174928
202;Pure de zapallo;170489
203;Salvia deshidratada;170935
204;Almidón de maíz;169698
205;Clara de huevo;172183
206;Pasta de aji;171605
207;Salsa de tabasco;174528
208;Lomo de ternera;168612
209;Queso azul;172175
210;Yogurt griego;171304
211;Anato;172242
212;Pescado blanco;175150
213;Fiambre de pollo;172950
214;Salchicha;174584
215;Especias italianas;172243
216;Queso provoleta;170850
217;Chorizo;173859
218;Pasta de chipotle;171604
219;Romero;171333
220;Gelatina en polvo;169599
221;Harina de coco;1888750
222;Bistec;167673
223;Caldo de carne;172923
224;Aceituna verde;169096
225;Jugo de almeja;171882
226;Pasta de curry;171183
227;Chocolate;167976
228;Semillas de zapallo;170556
229;Yema de huevo;172184
230;Mandarina;169105
231;Bacalao;171955
232;Rábano;169276
233;Chuleta de cerdo;168238
234;Uva;173040
235;Cava;
236;Pasta sin gluten;168899
237;Carne de cordero;172582
238;Rabo de ternera;1459242
239;Cebolla perla;2293594
240;Mostaza en grano;170929
241;Masa para pizza sin gluten;2304961
242;Huevo de codorniz;172191
243;Cola de langostino;175179
244;Calamar;174223
245;Solomillo de cerdo;168371
246;Whisky;174819
247;Kanikama;1850670
247;Leche condensada;171275
248;Manjar;173461
249;Cobertura chocolate semiamargo;169581
250;Filete;169544
251;Salsa caramelo;167743
252;Galletas;174971
253;Ostiones;174487
254;Berries;171711
255;Ralladura limón;167749
256;Marraqueta;167532
257;Reineta;173696
258;Clavo de olor;171321
259;Machas;174214
260;Plateada;172159
261;Jerez;169071
262;Salsa blanca;174525
263;Crispy;172806
264;Brandyb;171907
265;Panqueques;175009
266;Ralladura naranjas;169103
267;Fondant;167986
268;Chancaca;168820
269;Duraznos;169928
270;Peras;169118
271;Moras;173946
272;Galletas champaña;172086
273;Pulpo;174218
274;Lomo liso;168721
275;Posta;172122
276;Manteca;172345
277;Pollo ganso;174749
278;Jaiba;174204
279;Pan integral;168013
280;Lomo vetado;168612
281;Trutros cortos;171515
282;Cerveza;168749
283;Congrio;171953
284;Champiñones ostra;168580
285;Coñac;174815
286;Pisco;174815
287;Café;171893
288;Esencia ron;174817
289;Crema pastelera;168772
290;Manteca vegetal;173584
291;Pan hamburguesa;172675
292;Trutros pollo;172855
293;Oporto;169071
294;Almejas;174214
295;Cobertura chocolate blanco;167571
296;Bizcocho;172707
297;Anís estrella;171316
298;Ajo granulado;171325
299;Anís;171316
300;Salsa barbecue;171325
301;Asiento;168736
302;Dientes dragón;172441
303;Champiñones parís;169251
305;Ron;174817
307;Nutella;168000
308;frutos rojo;168997
310;cerezas;171719
311;coco;170169
312;esencias ron;174817
313;pistachos;170184
314;brownies;172713
315;helado;168809
316;endulzante;168142
317;sucralosa;170673
318;anís semilla;171316
319;cubos hielo;
320;café granulado;171893
321;amaretto;175097
322;guindas;171719
323;licor;175097
324;salsa manjar;173461
325;esencia cola mono;173665
326;salsa frambuesas;167808
327;jalea frambuesas;
328;compota manzanas;173928
329;cacao amargo;169594
330;higos deshidratados;174665
331;picada;
332;berro;170068
333;colapez;169879
334;mariscos surtidos;174216
335;masa filo;172738
336;merluza austral;173725
337;salsa teriyaki;171167
338;polenta;168038
339;punta ganso;167673
340;pollo entero;171951
341;sémola;169715
342;mariscos;174216
343;choros;174216
344;espaguetis;169736
345;salsa pescado;174531
346;maní;172430
347;trutro pollo;173619
348;cranberries;169804
349;pasta espirales;169736
350;pan molde blanco;167532
351;fideos cabellos;169736
352;rocoto;168570
353;trigo;169720
354;hojas parra;168575
356;macha;174214
357;baguette;172675
358;gelatina hojas;169599
359;salsa horseradish;173472
360;achiote;172242
361;jugo piñas;167792
362;fideos ramen;169732
363;mango;169910
364;crutones;172687
365;churrascos;168634
366;prietas;171618
367;merluza;171964
368;longaniza;174584
369;trigo burgol;170287
370;palanca;174746
371;Pollo ganso;171746
372;marraquetas;167532
373;ají cacho cabra;170106
374;pan amasado;167532
375;panes ciabatta;174913
376;parra;168575
377;asado tira;173405
378;cerveza oscura;168746
379;quínoa roja;173405
380;tallarines;169736
381;pimienta cayenna;170932
382;malaya;172159
383;pasta penne;169736
384;osobuco;172649
385;callampas secas;168436
386;caldo costilla;171561
387;posta paleta;172122
388;charqui;167536
389;chuletas kayser;168238
390;fideos cabello;169736
391;tallarines arroz;169742
392;filetes pollo;172855
393;locos;174212
394;masa lasaña;168955
395;lamina lasaña;168955
396;tutros pollo;172855
397;masa hoja;172790
398;callampas deshidratadas;168436
399;champiñones ostras;168580
400;salsa ostras;174529
401;galletass;172086
402;cerveza negra;174863
403;sobrecostilla;170809
404;champiñones shitake;168436
405;champiñones shiitake;168436
406;filete corvina;175142
407;arroz silvestre;169726
408;champiñones portobello;169255
409;congrio colorado;173670
410;cabezas congrio;168034
411;cabeza pescado;168034
412;pierna cordero;174342
413;aji;170106
414;lemon grass;168573
415;tagliatelle;168955
416;ralladarura limon;167749
417;tomates deshidratados;168567
418;filetitos pollo;171515
419;diente dragón;172441
420;tilapia;175176
421;merlot;171925
422;pavo;171490
423;reinetas;171951
424;brotes arveja;170422
425;salsa champiñones;171170
426;choros zapato;174216
427;masa lasañas;168955
428;fettuccini;169736
429;filete pavo;171490
430;fettucines;169736
431;jibia;174215
432;sierra;175139
433;spaguetti;169736
434;abastero;172128
435;vienesas;174584
436;salsa babecue;174523
437;tapapecho;174740
438;marshmallows;167995
439;avena tradicional;172989